"Pitch_angle"	"Pitch_angle_std"	"Hub_temperature"	"Hub_temperature_std"	"Generator_converter_speed"	"Generator_converter_speed_std"	"Generator_speed"	"Generator_speed_std"	"Generator_bearing_1_temperature"	"Generator_bearing_1_temperature_std"	"Generator_bearing_2_temperature"	"Generator_bearing_2_temperature_std"	"Generator_stator_temperature"	"Generator_stator_temperature_std"	"Gearbox_bearing_1_temperature"	"Gearbox_bearing_1_temperature_std"	"Gearbox_bearing_2_temperature"	"Gearbox_bearing_2_temperature_std"	"Gearbox_inlet_temperature"	"Gearbox_inlet_temperature_std"	"Gearbox_oil_sump_temperature"	"Gearbox_oil_sump_temperature_std"	"Nacelle_angle"	"Nacelle_temperature_std"	"Absolute_wind_direction"	"Outdoor_temperature_std"	"Grid_frequency"	"Grid_frequency_std"	"Rotor_speed"	"Rotor_speed_std"	"Rotor_bearing_temperature"	"Rotor_bearing_temperature_std"	"Nacelle_angle_c"	"AbsWindSin"	"AbsWindCos"	"Y"
"5321"	44,98	0	15,05	0,13	149,84	21,049999	148,64	21,09	37,599998	0,0099999998	39,790001	0,090000004	51,740002	0,22	44,18	0,079999998	45,549999	0,1	45,34	0,25999999	46,970001	0,090000004	113,03	0,13	127,79	0,12	50	0,0099999998	1,41	0,2	23,59	0,050000001	113,03	0,790261972801348	-0,612769136252898	-2,056
"4645"	-1,01	0	22	0	1506,91	50,310001	1508,1801	50,41	45,689999	0,55000001	40,93	0,41	64,300003	0,67000002	65,019997	0,37	68,230003	0,37	56,139999	0,28	57,650002	0,27000001	39,490002	0,36000001	39,130001	0,0099999998	50	0,0099999998	14,35	0,47999999	37,110001	0,090000004	39,490002	0,631082071448392	0,775716068607842	469,107
"11568"	-1	0,0099999998	19	0	1478,29	115,69	1479,74	115,9	42,889999	0,37	38,52	0,1	62,93	0,51999998	60,689999	0,88	66,800003	0,72000003	49,23	0,38999999	56,290001	0,38	333,64001	0,039999999	327,03	0,059999999	50,009998	0,02	14,07	1,11	35	0	333,64001	-0,544199833494646	0,838955625301124	457,766
"2327"	-1	0	22	0	1019,62	100,85	1020,12	101,03	41,23	0,31999999	39,349998	0,22	56,740002	0,60000002	56,599998	0,38999999	58,5	0,66000003	52,75	0,19	54,220001	0,11	154,73	0,20999999	150,91	0,20999999	50,02	0,0099999998	9,6899996	0,95999998	30,51	0,13	154,73	0,486182870994909	-0,873857091263296	102,1690011
"8539"	-1	0	22	0	1474,22	84,040001	1475,6899	84,199997	52,490002	0,31	42,959999	0,28	64,589996	0,63999999	63,880001	1,98	69,339996	0,88	49,330002	2,8199999	58,049999	0,87	162,42	2,28	155,41	0,14	50,02	0,0099999998	14,04	0,81	35,400002	0,090000004	162,42	0,416122094283079	-0,909308749902619	436,437011
"16092"	25,82	21,530001	26	0	484,39001	6,54	484,04999	6,5599999	38,099998	0,079999998	34,349998	0,1	45,02	0,2	46,380001	0,02	47,119999	0,039999999	47,439999	0,050000001	48,610001	0,16	88,879997	0	94,400002	0,07	49,98	0,0099999998	4,5900002	0,059999999	30,809999	0,079999998	88,879997	0,99705274954892	-0,076719062930525	22,1330011
"16721"	-1	0	26,389999	0,44	1621,4399	234,09	1622,98	234,49001	42,360001	0,76999998	39,970001	0,37	60,84	0,73000002	64,25	2	68,300003	2,02	56,18	0,82999998	57,48	0,72000003	224,98	0,20999999	229,27	0,23	50	0,0099999998	15,44	2,24	37,52	0,039999999	224,98	-0,757792794364024	-0,652495272634189	699,381022
"10531"	-1	0	31	0	1176,67	29,26	1177,4	29,34	48,5	0,47	43,959999	0,34999999	63,889999	0,63999999	62,66	0,20999999	65,730003	0,18000001	56,130001	0,13	57,599998	0,16	98,760002	0,43000001	90,260002	0,059999999	49,990002	0,0099999998	11,18	0,28	40,049999	0,050000001	98,760002	0,999989703790478	-0,00453787538740069	191,203
"1967"	-1	0	22	0	926,85999	58,09	927,09998	58,200001	44,080002	0,70999998	41,950001	0,38999999	64,089996	0,54000002	57,720001	0,50999999	59,849998	0,56999999	55,240002	0,17	56,650002	0,090000004	41,68	1,6799999	44,34	0,16	49,990002	0,0099999998	8,8000002	0,56	33,93	0,1	41,68	0,698914762976285	0,71520497348229	31,736
"19866"	-1	0	18	0	1602,72	160,49001	1604,64	160,78999	41,450001	0,68000001	38,360001	0,28999999	61,77	0,51999998	64,349998	1,34	68,849998	0,66000003	54,290001	2,51	56,119999	0,73000002	242,53999	0,86000001	241,02	0,02	50,029999	0,0099999998	15,27	1,54	36,52	0,039999999	242,53999	-0,874788884333452	-0,484504290844399	601,986978
"7941"	0,57999998	1,48	9	0	1798,36	11,85	1800,27	11,88	29,059999	0,94	30,33	0,27000001	65,209999	1,21	71,150002	0,37	70,720001	0,16	35,709999	0,62	48,939999	0,36000001	59,25	0,50999999	58,209999	0,0099999998	50,009998	0,0099999998	17,139999	0,12	28,719999	0,090000004	59,25	0,849984641983705	0,526807468048653	1871,27689
"18763"	-0,81999999	0,55000001	23	0	1788,72	32,209999	1790,51	32,27	39,700001	0,76999998	36,880001	0,23999999	64,739998	1,13	67,690002	0,51999998	71,400002	0,16	50,150002	0,75999999	56,720001	0,22	205,22	0,72000003	208,2	0,090000004	50	0,0099999998	17,049999	0,31	39,5	0,02	205,22	-0,472550764869054	-0,881303452064992	1325,94111
"2004"	1,86	10,92	21	0	920,12	89,150002	920,37	89,309998	40,970001	0,94999999	41,169998	0,66000003	60,599998	0,95999998	56,740002	0,43000001	59,32	0,72000003	52,549999	0,2	53,93	0,1	32,290001	1,0599999	349,66	0,17	50	0,0099999998	8,7399998	0,85000002	30,799999	0,039999999	32,290001	-0,179489052822462	0,983759970682328	46,1349978
"9231"	-1	0	16	0	1170,64	37,66	1171,5699	37,700001	42,57	0,34999999	40,349998	0,19	64,260002	0,51999998	56,43	0,23	59,52	0,40000001	49,93	0,1	51,610001	0,1	353,39001	0,14	351,04999	0,02	50	0,0099999998	11,13	0,36000001	27,74	0,0099999998	353,39001	-0,155572657315351	0,987824452165384	188,101
"6294"	-0,87	0,51999998	17	0,039999999	1797,23	14,87	1799,26	14,9	31,790001	0,70999998	36,52	0,18000001	62,450001	0,66000003	69,949997	0,5	72,050003	0,14	35,959999	0,25	50,689999	0,18000001	255,78999	0,33000001	253,91	0,0099999998	50	0,0099999998	17,129999	0,14	34,869999	0,039999999	255,78999	-0,960827540061487	-0,27714696148324	1432,872
"4306"	44,990002	0	28	0,039999999	69,809998	18,18	68,839996	18,200001	35,610001	0,029999999	35,299999	0,029999999	40,849998	0,090000004	40,939999	0,14	41,439999	0,090000004	39,900002	0,27000001	41,790001	0,12	80,099998	0	73,339996	0,22	50	0,0099999998	0,64999998	0,17	29,27	0,02	80,099998	0,958022856887096	0,286691830511242	-1,704
"20261"	-1,01	0	16,07	0,19	1036,52	60,380001	1037,47	60,490002	41,98	0,33000001	41,619999	0,30000001	61,939999	0,63	59,470001	0,17	62,150002	0,23	55,93	0,13	57,950001	0,07	224,98	0,20999999	211,14	0,0099999998	49,990002	0,02	9,8500004	0,57999998	31,07	0,029999999	224,98	-0,517130990138157	-0,855906267671133	115,875
"4063"	-1	0	32,09	0,28	1355,79	49,759998	1356,4301	49,82	47,360001	0,34	43,77	0,13	62,57	0,56999999	61,549999	0,56999999	64,720001	0,63999999	55,09	2,26	56,369999	0,25999999	324,85999	0,44	319,98001	0,090000004	50	0	12,9	0,47999999	40,400002	0,02	324,85999	-0,643054836814412	0,765820133484091	332,949
"3630"	-1	0	30,57	0,34	1441,26	83,169998	1442,09	83,309998	46,32	0,62	43,990002	0,28	64,199997	0,56	65,489998	0,5	68,349998	0,44	57,200001	0,28	58,650002	0,2	208,50999	0,36000001	206,48	0,07	50,009998	0,0099999998	13,71	0,80000001	39,599998	0,0099999998	208,50999	-0,445885394908244	-0,895090059495423	401,919011
"13880"	-1,01	0	10	0	1646,53	58,049999	1648,67	58,18	41,790001	0,52999997	33,25	0,38	63,32	0,46000001	65,610001	0,82999998	70,220001	0,22	55,709999	0,50999999	57,830002	0,41999999	34	0,69	35,439999	0,050000001	49,98	0,0099999998	15,69	0,56	29,49	0,1	34	0,579850083463947	0,814723192689918	636,252011
"2502"	-0,54000002	1,83	22	0	1402,26	306,64001	1403,09	307,17999	46,700001	0,33000001	41,970001	0,22	63,52	0,56	60,73	2,51	64,300003	2,73	54,98	0,94	56,560001	0,68000001	208,88	0,54000002	224,89	0,28	50,02	0,0099999998	13,34	2,9400001	34,509998	0,029999999	208,88	-0,705747931304356	-0,708463024765316	420,079989
"8946"	43,470001	7,8200002	23,82	0,47	123,85	390,89999	122,97	391,54999	41,52	0,34999999	42,279999	0,36000001	60,919998	0,25	55,419998	0,74000001	57,41	0,30000001	54,849998	0,36000001	57	0,090000004	99,860001	0,17	90,07	0,13	50	0,0099999998	1,17	3,71	33,080002	0,039999999	99,860001	0,999999253687414	-0,00122173017246493	-2,683
"11512"	44,990002	0	28	0	106,66	50,619999	105,59	51,18	45,200001	0,0099999998	45,099998	0	55,299999	0,090000004	50,48	0,17	51,860001	0,18000001	50,77	0,69999999	52,630001	0,14	151,35001	0,079999998	162,24001	0,23	50,009998	0,0099999998	0,99000001	0,50999999	32,540001	0,079999998	151,35001	0,305030352593537	-0,952342629517687	-2,98
"14081"	89,980003	0	7	0	3,8399999	0,0099999998	0	0	10,2	0,02	8,6000004	0,029999999	5,96	0,079999998	19,51	0,0099999998	18,9	0,0099999998	23,469999	0,090000004	28,030001	0,090000004	267,78	0,02	270,26999	0,029999999	49,939999	0,0099999998	0	0	2,4400001	0,07	267,78	-0,999988897538045	0,00471219700838665	-6,29099989
"18624"	7,8400002	18,030001	27,040001	0,059999999	780,14001	246,81	780,57001	247	45,779999	0,13	43,029999	0,16	58,509998	0,52999997	54,59	0,47	55,470001	0,54000002	53,91	0,16	55,029999	0,1	80,099998	0,0099999998	85,900002	0,25999999	50,009998	0,0099999998	7,4099998	2,3299999	34,279999	0,090000004	80,099998	0,997440785426675	0,0714974095154343	-1,055
"20373"	-1,01	0	13	0	1457,29	235,95	1459,04	236,44	41,639999	0,54000002	37,869999	0,31	60,57	0,66000003	60,68	1,95	67,980003	1,28	48,509998	3,8199999	56,66	0,75999999	250,73	0,31999999	235,06	0,029999999	49,970001	0,0099999998	13,88	2,26	32,560001	0	250,73	-0,819752242868455	-0,572718307994548	442,234
"10346"	-1	0	36,240002	0,34999999	1202,2	103,49	1202,79	103,63	46,779999	0,56999999	47,119999	0,27000001	61,220001	0,72000003	64,690002	0,23999999	66,739998	0,25999999	58,43	0,16	59,830002	0,13	274,72	0,50999999	294,78	0,23999999	49,990002	0,0099999998	11,43	0,99000001	41,27	0,07	274,72	-0,90792383962283	0,419135182780613	221,947989
"13470"	89,980003	0	9	0	3,73	0,66000003	0,18000001	1,35	8,6000004	0,039999999	6,27	0,02	4,9000001	0,0099999998	16,41	0,1	16,82	0,02	23,139999	0,13	24,09	0,19	82,290001	0,079999998	327,17001	0,029999999	50,029999	0,0099999998	0	0	4,8000002	0	82,290001	-0,542148108993808	0,840282945152666	-7,63300022
"2039"	-1,01	0	19	0	1657,4	143,98	1659,0601	144,25	43,470001	0,27000001	36,900002	0,059999999	63,07	0,47999999	61,84	0,63999999	68,440002	0,54000002	49,060001	0,37	56,27	0,25	192,05	0,1	196,92999	0,13	49,959999	0,0099999998	15,79	1,38	33,93	0,0099999998	192,05	-0,291202973178732	-0,956661292418516	659,770011
"7660"	-1,01	0	11,86	0,12	1647,35	36,779999	1648,97	36,849998	38,16	1,5599999	38,299999	0,41999999	59,779999	1,1	67,150002	0,2	71,610001	0,41	57,700001	0,22	59,73	0,31999999	223,88	1,92	227,58	0,07	50,02	0,0099999998	15,69	0,34999999	31,389999	0,14	223,88	-0,738219919705044	-0,674560116039096	628,013022
"2605"	44,990002	0	31	0	86,07	30,93	84,970001	30,92	45,380001	0,090000004	46,91	0,039999999	61,580002	0,16	55,360001	0,37	57,18	0,41999999	54,150002	0,68000001	56,790001	0,14	255,85001	0,14	245,42	0,33000001	49,990002	0,0099999998	0,80000001	0,28999999	37,040001	0,050000001	255,85001	-0,909381363059042	-0,415963383629953	-4,828
"3136"	-1	0	22	0	1366,5601	17,15	1367,6	17,190001	46,75	0,40000001	40,849998	0,2	62,16	0,64999998	63,59	0,1	67,720001	0,079999998	51,299999	0,49000001	58,529999	0,16	10,95	0,20999999	3,29	0,090000004	50,009998	0,0099999998	13	0,16	34,849998	0,050000001	10,95	0,0573897825660991	0,998351848226373	332,553011
"17348"	-1	0	22,219999	0,33000001	1797,92	1,03	1800	1,03	44,310001	0,44	38,439999	0,17	64,860001	0,63999999	65,489998	0,40000001	71,400002	0,1	48,349998	0,94999999	56,25	0,18000001	221,67999	0,98000002	219,25	0,050000001	50	0,0099999998	17,139999	0,02	37,580002	0,029999999	221,67999	-0,632705328562516	-0,774392644082186	902,693978
"15027"	44,98	0	22,940001	0,17	127,75	6,4899998	126,65	6,46	39,169998	0,1	35,799999	0,1	42,869999	0,12	44,400002	0,050000001	45,189999	0,090000004	44,919998	0,059999999	46,48	0,059999999	176,67999	0,059999999	166,78999	0,039999999	50,02	0,02	1,2	0,059999999	28,200001	0	176,67999	0,228520958120253	-0,973538993415159	-2,001
"10238"	-1	0	30	0	926,62	0,33000001	927,03003	0,28999999	46,299999	0,38999999	44,849998	0,30000001	64,580002	0,60000002	57,439999	0,079999998	57,91	0,050000001	54,990002	0,090000004	56,220001	0,059999999	9,8599997	0,19	23,700001	0,02	50,02	0,0099999998	8,8000002	0,0099999998	38,349998	0,059999999	9,8599997	0,401947792637287	0,915662586324249	12,97
"9530"	-1	0	22,02	0,059999999	1041,9399	15,44	1042,64	15,48	41,16	0,41999999	39,360001	0,2	58,880001	0,47	57,419998	0,22	59,049999	0,20999999	52,330002	0,14	53,619999	0,1	342,42001	0,49000001	355,47	0,039999999	49,98	0,0099999998	9,8999996	0,15000001	32,41	0,07	342,42001	-0,0789810696443062	0,996876115993277	114,973
"16813"	4,79	21,85	31,209999	0,40000001	984,35999	11,63	984,98999	11,65	42,07	0,56	41,990002	0,36000001	59,490002	0,75	61,450001	0,090000004	63,720001	0,029999999	57,130001	0,13	58,75	0,07	108,64	0,23	114,25	0,12	49,990002	0,0099999998	9,3599997	0,11	37,549999	0,039999999	108,64	0,911762043577089	-0,410718852613477	105,1170011
"2292"	-0,63999999	1,67	26	0	967,28003	401,09	967,37	401,67001	45,560001	0,34999999	45,900002	0,25999999	62,5	0,31	53,709999	0,79000002	53,869999	0,57999998	49,540001	0,16	50,560001	0,12	212,89999	0,18000001	201,41	0,20999999	49,98	0,0099999998	9,1800003	3,8199999	32,470001	0,039999999	212,89999	-0,36503927867447	-0,930992118669553	46,5859978
"2673"	-1	0	21,120001	0,23	1423,97	120,19	1424,8	120,39	44,130001	0,47	40,099998	0,27000001	60,779999	0,62	64,940002	0,52999997	68,400002	0,54000002	57,599998	0,23999999	59,400002	0,22	273,64999	0,36000001	271,26001	0,059999999	50,049999	0,0099999998	13,55	1,15	33,73	0,050000001	273,64999	-0,999758200599099	0,0219895505832287	393,493
"2136"	-1,01	0	19	0	1227,89	28,4	1228,84	28,450001	46,509998	0,30000001	41,029999	0,13	64,300003	0,47	58,82	0,38	61,919998	0,49000001	51,220001	0,23999999	52,52	0,20999999	276,56	0,13	278,53	0,1	50,009998	0,0099999998	11,68	0,27000001	30,1	0,050000001	276,56	-0,98893833496661	0,148327238339658	225,918989
"9983"	-1	0,029999999	20,65	0,41999999	1464,85	213,13	1466,29	213,49001	46,709999	0,40000001	43,630001	0,34	65,029999	0,69	63,349998	0,54000002	66,559998	0,64999998	56,27	0,30000001	57,689999	0,16	356,01001	0,41999999	343,76999	0,34999999	49,990002	0,0099999998	13,94	2,04	33,130001	0,07	356,01001	-0,279494043948136	0,960147425866214	452,221989
"4457"	0,50999999	1,77	25	0	1798,09	14,06	1799,63	14,08	34,779999	0,15000001	37,060001	0,050000001	64,459999	0,75	66,07	0,38999999	70,620003	0,1	48,279999	0,13	56,580002	0,16	217,28999	0,02	225,50999	0,050000001	49,990002	0,02	17,139999	0,14	38,200001	0,0099999998	217,28999	-0,713372647724306	-0,700784892444759	1766,733
"4604"	-1	0	25,809999	0,33000001	1491,74	183,08	1492,83	183,37	40,66	0,67000002	40,189999	0,40000001	59,34	0,89999998	59,880001	1	67,220001	1,11	47,919998	0,60000002	55,869999	0,46000001	35,099998	0,77999997	41,889999	0,039999999	50,02	0,0099999998	14,2	1,75	37,580002	0,029999999	35,099998	0,66770262543589	0,744428105317108	476,917
"17824"	-1	0	31	0	1043,21	45,290001	1043,8199	45,380001	47,689999	0,38999999	44,779999	0,30000001	64,059998	0,69	61,880001	0,25	62,990002	0,46000001	56,66	0,14	58,049999	0,1	146,63	0,23999999	129,97	0,090000004	49,98	0,0099999998	9,9099998	0,43000001	37,290001	0,02	146,63	0,766380900901287	-0,642386421660461	116,458
"6550"	-1	0	11	0	1454,14	138,21001	1455,51	138,49001	39,740002	1,36	40,09	0,47999999	60,759998	1,37	57,970001	2,0899999	66,760002	1,4	47,91	1,41	55,5	0,88999999	196,64	1,61	185,83	0,07	50,029999	0,0099999998	13,84	1,33	29,940001	0,11	196,64	-0,101577201627575	-0,99482765950164	427,626
"9354"	33,029999	38,91	15	0	602,94	2,5999999	601,66998	4,1900001	34,73	0,039999999	26,110001	0,090000004	42,830002	0,12	37,900002	0,1	43,18	0,090000004	36,43	0,88	46,310001	0,16	12,2	0,090000004	348,16	0,050000001	49,990002	0,0099999998	5,6900001	0	22,379999	0,029999999	12,2	-0,205179380306804	0,978724385052766	56,222
"10735"	44,990002	0	26	0	130,94	12,31	130,17	12,3	37,799999	0,15000001	37,57	0,16	49,450001	0,11	44,93	0,74000001	45,400002	0,61000001	42,77	0,11	43,900002	0,17	325,95001	0,12	339,44	0,2	50	0,0099999998	1,23	0,11	29	0,090000004	325,95001	-0,35118806988038	0,936304939415409	-2,056
"9766"	-1	0	26	0	1011,43	50,439999	1011,96	50,52	42,880001	0,62	42,779999	0,44	61,650002	0,81	60,75	0,11	62,639999	0,2	56,799999	0,11	58,490002	0,050000001	66,93	0,33000001	81,18	0	49,98	0,02	9,6099997	0,47999999	35,400002	0,0099999998	66,93	0,988174919110281	0,153330783736961	101,1679967
"3365"	-1	0	35	0	1010,77	25,15	1010,73	25,190001	44,400002	0,19	45,619999	0,11	60,16	0,5	61,389999	0,20999999	62,25	0,91000003	56,369999	0,090000004	57,610001	0,090000004	69,120003	0,99000001	82,82	0,28	50,029999	0,0099999998	9,6000004	0,23999999	39,25	0,079999998	69,120003	0,992158390422263	0,124986912573693	99,7599978
"13556"	2,8499999	2,8	18	0	1798,66	21,889999	1800,9399	21,940001	30,719999	0,12	34,23	0,050000001	72,139999	0,36000001	73,519997	0,14	72,989998	0,07	37,099998	0,2	51,450001	0,090000004	199,73	0,039999999	203,03999	0,12	49,98	0,0099999998	17,15	0,20999999	33,709999	0,0099999998	199,73	-0,39137350622644	-0,920231915673447	2045,539
"3962"	-1	0	26	0,02	1332,39	40,349998	1333,21	40,419998	45,310001	0,19	41,09	0,14	61,259998	0,50999999	59,900002	0,13	65,169998	0,2	50,380001	0,19	57,169998	0,20999999	245,83	0,12	256,5	0,039999999	50,040001	0,0099999998	12,67	0,38999999	37,540001	0,029999999	245,83	-0,972369920397677	-0,233445363855905	305,338989
"5452"	-1,01	0	20	0	1187,15	29,540001	1188,05	29,59	43,790001	0,41	42,98	0,25999999	61,02	0,61000001	61,32	0,19	65,120003	0,23999999	55,779999	0,15000001	57,740002	0,13	252,42	0,27000001	241,92	0,07	49,98	0,0099999998	11,29	0,28	34,099998	0,02	252,42	-0,882291226434953	-0,470703932165333	198,474
"17736"	-1	0	26,040001	0,11	1203,21	234,52	1204	234,87	45,529999	0,31	41,07	0,07	61,41	0,57999998	58,360001	0,83999997	63,509998	0,91000003	49,439999	0,50999999	55,68	0,23	213,55	0,2	212,46001	0,25	50	0,0099999998	11,44	2,24	37,299999	0,02	213,55	-0,536710826418498	-0,843766252468758	241,439989
"9709"	-1	0	25	0	991,13	121,26	991,64001	121,43	41,23	0,68000001	41,849998	0,47999999	59,560001	0,92000002	60,27	0,33000001	62,950001	0,63	55,849998	0,25999999	57,529999	0,16	254,75	0,33000001	230,55	0,16	50,009998	0,0099999998	9,4099998	1,16	36,060001	0,07	254,75	-0,772179372466627	-0,635404608684141	86,6590022
"9607"	-1,01	0	21	0,0099999998	926,13	1,55	926,83002	1,55	41,470001	0,28	39,669998	0,28	60,720001	0,52999997	52,099998	0,059999999	52,619999	0,079999998	48,049999	0,090000004	49,16	0,059999999	355,59	0,31999999	5,96	0,16	49,990002	0,0099999998	8,79	0,02	29	0	355,59	0,103834130588807	0,994594627637243	8,9
"3111"	-1	0	24,08	0,18000001	1203,01	43,959999	1203,58	44,009998	40,400002	0,88999999	40,169998	0,62	59,02	1,05	61,419998	0,1	65,699997	0,22	56,630001	0,15000001	58,439999	0,090000004	304	0,56	317,20999	0,029999999	50,02	0,0099999998	11,43	0,41999999	35,16	0,07	304	-0,67931336197483	0,733848319642727	208,924
"9059"	-1,01	0	16	0	1795,88	8,5500002	1798,04	8,5799999	36,610001	0,47	33,610001	0,11	60,830002	0,47	70,550003	0,20999999	73,379997	0,12	44,880001	0,16	55,049999	0,17	349	0,47	346,19	0,090000004	49,990002	0,0099999998	17,120001	0,079999998	32,310001	0,090000004	349	-0,238702948851282	0,971092633176517	1093,159
"6186"	-1,01	0	13,65	0,43000001	1660,51	103,96	1662,34	104,16	39,200001	1,33	41,549999	0,56	60,709999	1,1799999	59,139999	1,99	69,029999	0,64999998	46,41	1,02	56,040001	0,93000001	186,60001	1,6900001	209,33	0,039999999	50	0	15,82	1	30,25	0,090000004	186,60001	-0,489838999047778	-0,871812912849925	720,743
"4290"	44,990002	0	27,360001	0,41999999	62,740002	18,9	61,560001	18,959999	38,919998	0,039999999	40,150002	0,039999999	52,540001	0,13	46,59	0,02	49,040001	0,1	48,27	0,49000001	51,169998	0,11	324,85999	0,050000001	333,23001	0,33000001	49,990002	0,0099999998	0,57999998	0,19	33	0,0099999998	324,85999	-0,450409966237008	0,892821853627238	-1,506
"7675"	-1,01	0	11	0	1748,92	67,57	1750,76	67,709999	43,259998	1,34	39,110001	0,23999999	64,230003	0,82999998	67,849998	0,15000001	71,370003	0,34999999	56,5	0,38	57,900002	0,34999999	206,32001	2,6199999	199,61	0,039999999	50	0,0099999998	16,67	0,64999998	31,690001	0,12	206,32001	-0,335615984683141	-0,941998891095507	788,293978
"20047"	-1	0	14	0	1726,2	82,449997	1728,42	82,620003	45,57	0,2	41,209999	0,12	64,82	0,57999998	64,230003	0,22	70,650002	0,16	49,299999	0,16	57,259998	0,2	170,10001	0,18000001	169,63	0,050000001	49,990002	0,0099999998	16,450001	0,79000002	30,74	0,050000001	170,10001	0,180004123711087	-0,983665855586644	855,591967
"15775"	-1	0	24	0	1005,52	74,089996	1006,08	74,199997	41,049999	0,58999997	42,060001	0,43000001	59,970001	0,77999997	60,259998	0,38999999	63,009998	0,64999998	55,790001	0,19	57,439999	0,1	5,4699998	0,46000001	355,42999	0,029999999	49,990002	0,0099999998	9,5500002	0,70999998	34,040001	0,07	5,4699998	-0,0796771751369473	0,996820719970345	93,7539989
"12499"	3,51	3,4300001	23	0	1799,5699	22,35	1801,13	22,379999	34,439999	0,12	38,119999	0,039999999	73,519997	0,41	73,07	0,2	73,639999	0,1	42,18	0,25	54,439999	0,12	221,67999	0	220,37	0,039999999	50	0,0099999998	17,15	0,22	37,330002	0,039999999	221,67999	-0,64772107171308	-0,761877557917845	2031,32689
"8392"	92,610001	0	18	0	3,3	0,0099999998	0	0	33,099998	0,050000001	26	0,079999998	45,630001	0,14	35,779999	0,1	41,799999	0,13	23,9	0	44,150002	0,050000001	222,78	0,2	221,58	0,050000001	50,02	0,0099999998	0	0	23,889999	0,0099999998	222,78	-0,663665141432458	-0,748029798903383	-4,56399978
"9546"	-1	0	24	0	1703,0699	84,540001	1704,78	84,690002	41,790001	0,47999999	38,490002	0,12	61,48	0,63	63,470001	0,34999999	69,040001	0,18000001	49,220001	0,14	55,259998	0,12	229,37	0,30000001	221,49001	0,079999998	50,029999	0,0099999998	16,23	0,81	38,200001	0,0099999998	229,37	-0,662489451428932	-0,749071242770268	836,154989
"20031"	44,98	0	13,42	0,43000001	150,73	3,6300001	149,10001	3,6300001	28,959999	0,059999999	24,65	0,14	37,279999	0,27000001	37,099998	0,02	37,610001	0,050000001	38,200001	0,050000001	39,57	0,029999999	125,1	0,0099999998	114,28	0,0099999998	50,009998	0,0099999998	1,41	0,039999999	20,200001	0	125,1	0,911546866716204	-0,411196193780866	-4,806
"9587"	44,98	0	19,110001	0,18000001	89,699997	23,059999	88,730003	23,120001	38,09	0,12	38,5	0,16	57,580002	0,28999999	45,779999	0,22	47,59	0,17	47,459999	0,31	49,18	0,1	291,92999	0,62	291,78	0,28	50	0,0099999998	0,83999997	0,22	28,110001	0,050000001	291,92999	-0,928615402141018	0,37104371023705	-1,913
"18810"	44,98	0	16,610001	0,43000001	96,709999	9,1499996	95,419998	9,1700001	39,470001	0,12	36,959999	0,1	52,599998	0,16	44,029999	0,25	47,23	0,2	47,830002	0,99000001	48,860001	0,47	342,42001	0,0099999998	338,06	0,02	50	0,0099999998	0,89999998	0,090000004	27,07	0,02	342,42001	-0,373635443530331	0,927575633216986	-4,48700011
"3242"	44,990002	0	29,1	0,44	60,619999	9,9399996	59,529999	9,9300003	45,400002	0,0099999998	44,380001	0,12	57,200001	0,090000004	48,709999	0,28999999	49,990002	0,15000001	45,799999	0,54000002	49,290001	0,090000004	69,120003	0,1	77,050003	0,20999999	50	0,0099999998	0,56	0,090000004	33,080002	0,079999998	69,120003	0,974566012309313	0,224100619480456	-1,396
"13815"	-1,01	0	12,12	0,37	1065,42	77,139999	1066,34	77,300003	43,48	0,74000001	37,700001	0,44999999	63,580002	0,50999999	60,950001	0,30000001	65,139999	0,12	56	0,28	58,200001	0,07	302,89999	3,4300001	315,91	0,090000004	50	0,0099999998	10,13	0,74000001	29,77	0,15000001	302,89999	-0,695787449310182	0,718247746520956	124,939
"5635"	-0,76999998	0,63	18	0,11	1731,67	194,7	1733,28	195,03999	32,639999	0,58999997	37,869999	0,13	59,209999	0,70999998	68,5	1,5	71,370003	1,26	53,59	4,5500002	55,990002	0,69	230,91	1,4299999	237,09	0,2	49,990002	0,0099999998	16,5	1,87	35,5	0,050000001	230,91	-0,839525049921109	-0,543320982987919	1191,092
"18093"	44,990002	0	29	0	105,01	37,57	104,22	37,610001	43,52	0,039999999	42,529999	0,090000004	55,27	0,18000001	49,580002	0,38	50,099998	0,31999999	47,610001	0,33000001	48,869999	0,13	104,27	0,079999998	137,5	0,11	49,990002	0,0099999998	0,99000001	0,36000001	31,9	0,02	104,27	0,67559020761566	-0,737277336810124	-2,73799989
"9998"	37,060001	17,25	22,950001	0,41	262,59	139,66	261,94	139,63	37,380001	0,28	37,299999	0,30000001	52,650002	0,63999999	49,5	0,18000001	49,82	0,25999999	44,900002	0,14	46,389999	0,13	45,349998	0,11	71,339996	0,41999999	49,970001	0,0099999998	2,49	1,3	28,780001	0,07	45,349998	0,947433854654031	0,3199517011291	-4,60800022
"19563"	-1,01	0	11	0	928,5	12,49	928,92999	12,51	34,860001	0,13	32,07	0,22	50,59	0,58999997	45,610001	0,12	44,869999	0,12	37,060001	0,2	38,779999	0,11	177,78	0,029999999	178,06	0,16	50,02	0,0099999998	8,8100004	0,12	19,35	0,13	177,78	0,03385291813125	-0,999426825702612	50,7109978
