LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,heure,date
135.1,40,37,42,50,43,47,43,43,43,43,46,43,45,56,42,46,37,49,45,43,47,37,40,45,40,22,2011-11-02
127.1,38,37,41,45,41,44,41,42,41,41,44,41,43,56,41,43,36,44,43,42,47,36,38,44,38,23,2011-11-02
123.2,37,36,36,42,41,43,39,41,43,40,43,39,39,45,41,42,36,42,41,40,46,36,39,41,37,0,2011-11-03
123.4,35,36,37,42,37,41,40,37,43,39,44,37,40,41,39,41,34,43,39,39,42,34,37,41,37,1,2011-11-03
126.6,34,34,35,42,37,38,38,37,41,37,41,37,40,40,38,42,34,43,37,38,42,34,36,39,36,2,2011-11-03
130.4,33,34,33,41,36,39,39,36,39,36,39,36,40,40,38,40,32,43,37,37,42,32,36,38,36,3,2011-11-03
137.7,32,32,31,37,36,39,39,36,39,36,39,36,38,40,36,40,32,43,36,36,42,32,35,38,35,4,2011-11-03
154,32,32,31,34,36,37,38,36,37,35,41,36,38,37,36,40,32,37,36,36,40,32,34,38,34,5,2011-11-03
178.7,32,32,31,39,34,37,39,34,37,35,38,34,39,39,35,39,32,40,36,38,42,32,32,36,33,6,2011-11-03
183.5,32,32,30,38,36,41,40,36,37,35,38,34,39,42,34,38,30,45,34,38,42,32,33,37,32,7,2011-11-03
170,33,36,37,44,41,45,42,41,37,37,43,36,41,46,40,47,36,51,41,43,48,36,37,41,40,8,2011-11-03
151.1,40,46,44,50,52,54,48,52,45,41,50,45,49,59,50,56,45,57,48,49,54,45,44,50,50,9,2011-11-03
131.7,49,54,52,56,59,59,57,59,48,54,55,52,54,63,56,61,54,60,50,56,58,54,55,56,56,10,2011-11-03
120.5,60,55,57,60,63,61,61,63,52,61,57,55,58,66,59,64,59,64,55,60,61,57,61,60,60,11,2011-11-03
112.2,64,59,59,62,64,63,64,64,55,63,60,59,61,66,62,64,61,65,59,62,63,61,64,63,62,12,2011-11-03
107.8,66,63,58,64,66,64,66,66,55,67,62,61,62,67,63,66,63,65,61,64,64,61,66,65,63,13,2011-11-03
105.7,67,64,60,64,68,64,66,68,54,68,64,63,64,67,64,67,64,65,63,66,65,64,67,67,65,14,2011-11-03
106.2,68,64,58,64,70,65,69,70,54,68,64,63,65,66,65,68,64,64,63,67,67,64,69,67,66,15,2011-11-03
107.9,68,64,57,66,70,64,67,70,54,67,63,63,64,65,64,66,63,63,61,65,66,64,68,66,65,16,2011-11-03
113,66,55,53,63,66,58,64,66,50,64,60,61,61,63,60,63,61,59,59,58,62,61,66,63,57,17,2011-11-03
129.2,61,50,51,62,61,54,56,61,45,56,58,54,55,56,51,59,57,54,55,54,58,52,60,58,50,18,2011-11-03
139.1,58,46,50,62,59,51,52,59,45,57,57,54,52,54,51,58,57,53,55,52,56,48,50,57,47,19,2011-11-03
140.3,56,45,50,61,55,54,46,55,45,54,57,54,50,53,52,57,57,50,52,52,55,45,48,56,45,20,2011-11-03
136.2,61,43,50,59,55,52,45,55,45,51,54,57,53,51,51,53,54,50,52,49,51,45,55,55,45,21,2011-11-03
126.6,60,45,50,57,57,48,45,57,45,50,51,52,53,51,53,52,54,53,50,49,50,43,56,55,47,22,2011-11-03
116.4,58,43,50,56,59,48,45,58,45,49,50,52,54,57,50,53,54,53,52,50,49,45,56,55,48,23,2011-11-03
109.2,57,45,50,55,59,54,47,59,45,51,50,50,50,52,50,61,52,56,52,51,49,46,54,50,50,0,2011-11-04
104.3,59,46,50,55,61,49,52,61,45,52,50,50,48,55,49,64,52,58,52,53,50,48,52,50,51,1,2011-11-04
103.6,60,50,50,54,61,48,57,61,45,54,50,50,48,56,50,66,52,58,52,60,52,48,54,50,51,2,2011-11-04
103.9,61,50,49,53,63,50,59,63,45,55,50,50,49,55,50,67,52,58,52,60,51,50,57,52,50,3,2011-11-04
107.7,60,50,47,53,63,53,62,63,45,54,51,54,50,55,52,68,52,59,52,61,52,50,57,52,50,4,2011-11-04
118.7,56,50,45,53,63,52,62,63,45,55,51,52,51,56,54,65,52,63,52,63,53,50,58,52,50,5,2011-11-04
138.2,54,50,43,53,61,53,61,61,45,54,50,52,51,60,53,63,52,62,50,63,55,50,54,53,50,6,2011-11-04
145.9,53,50,42,52,61,54,61,61,45,53,51,50,51,62,52,62,52,63,50,62,56,50,53,54,50,7,2011-11-04
140.8,54,50,42,53,61,53,61,61,45,53,51,52,52,61,53,63,52,63,50,63,55,46,54,54,50,8,2011-11-04
140.5,55,52,43,54,63,54,59,63,45,52,50,52,52,61,53,64,52,62,52,62,56,48,54,54,51,9,2011-11-04
138.3,55,54,46,54,64,56,58,64,45,53,51,52,52,58,53,67,52,60,54,62,57,50,55,54,54,10,2011-11-04
134.6,54,55,49,55,63,57,59,63,46,56,51,50,51,57,54,68,54,59,59,59,61,52,55,55,55,11,2011-11-04
129.8,54,57,52,57,63,58,59,63,48,56,51,51,51,59,52,69,55,58,55,59,60,52,54,54,55,12,2011-11-04
126.3,54,59,53,58,59,57,58,59,48,55,50,52,51,61,52,62,57,59,55,60,61,52,54,54,56,13,2011-11-04
124.2,54,59,52,57,57,57,58,57,50,54,51,53,51,61,52,60,55,59,55,59,60,52,53,52,55,14,2011-11-04
126.9,54,57,54,57,55,58,56,55,52,54,53,54,51,60,52,59,57,59,55,57,58,54,52,52,54,15,2011-11-04
130.5,55,55,54,57,54,59,56,54,52,54,54,54,52,60,53,57,57,58,59,56,58,52,52,52,56,16,2011-11-04
139.6,54,54,53,57,52,58,56,52,52,54,54,54,53,60,53,56,55,57,59,56,57,52,52,52,55,17,2011-11-04
149.8,54,54,50,55,54,57,55,54,48,54,53,54,53,61,53,55,54,58,55,55,56,52,52,53,55,18,2011-11-04
149.3,51,54,49,54,52,57,57,52,46,53,53,55,53,59,53,55,50,59,54,53,55,50,53,54,55,19,2011-11-04
147.8,53,52,50,52,52,56,57,52,45,53,52,55,51,59,52,54,46,59,54,54,55,52,53,53,54,20,2011-11-04
143.8,53,52,49,52,52,55,56,52,45,54,50,54,49,59,51,54,45,57,52,54,55,52,53,52,53,21,2011-11-04
137.4,53,52,47,52,52,54,55,52,43,53,48,52,47,58,49,54,48,57,50,54,54,50,52,50,52,22,2011-11-04
130.7,51,50,47,50,52,53,54,52,43,53,47,51,47,57,47,54,48,56,50,53,53,48,51,48,50,23,2011-11-04
123.5,49,46,47,50,52,53,53,52,41,50,46,50,45,56,46,53,48,55,46,52,53,46,49,47,48,0,2011-11-05
121.3,48,45,45,48,50,53,52,50,41,49,44,48,44,57,45,52,46,54,45,50,53,46,47,46,46,1,2011-11-05
121.7,47,45,41,46,48,53,50,48,39,47,43,45,43,57,43,50,45,54,41,49,52,45,46,44,45,2,2011-11-05
123.5,45,43,39,45,46,53,50,46,37,46,42,45,41,57,42,49,43,54,41,48,51,43,45,43,43,3,2011-11-05
127.6,44,45,37,44,45,51,50,45,36,45,41,43,40,56,41,48,41,54,39,47,51,41,44,42,42,4,2011-11-05
134.6,42,45,33,41,45,50,50,45,34,44,40,43,39,57,40,46,41,54,37,46,50,41,43,41,42,5,2011-11-05
143.2,41,43,34,39,43,50,49,43,34,44,38,41,39,56,40,45,39,55,36,44,50,41,40,40,42,6,2011-11-05
155.9,41,39,33,38,43,53,48,43,34,44,38,41,38,56,40,44,37,55,36,44,49,41,40,39,41,7,2011-11-05
165.9,43,43,32,41,45,53,51,45,34,45,39,43,39,57,41,47,41,57,41,46,49,43,43,40,42,8,2011-11-05
167.5,46,45,38,44,46,54,52,46,36,46,42,45,42,57,44,50,45,58,45,48,51,45,46,44,46,9,2011-11-05
162.4,49,50,45,47,50,55,53,50,37,49,46,48,45,58,48,53,46,58,45,51,53,46,51,47,50,10,2011-11-05
151.9,52,52,48,50,54,58,54,54,41,53,48,49,47,58,50,56,50,60,46,54,54,48,52,50,51,11,2011-11-05
140.8,53,52,51,53,55,57,55,55,43,54,49,50,49,58,51,58,52,60,50,56,57,52,54,51,52,12,2011-11-05
133.9,55,54,52,54,57,57,57,57,46,54,50,50,51,58,53,59,54,60,52,58,57,54,56,52,56,13,2011-11-05
129.1,57,54,54,55,57,58,58,57,46,55,51,52,52,58,54,60,54,60,54,59,57,54,57,54,56,14,2011-11-05
127.8,58,54,54,55,55,56,58,55,46,55,52,52,53,58,54,60,55,59,54,59,55,54,57,54,57,15,2011-11-05
131.1,57,52,54,55,55,55,57,55,45,56,52,52,52,58,53,59,54,58,52,57,54,54,56,54,54,16,2011-11-05
138.7,54,52,52,53,54,54,56,54,43,54,48,50,50,58,50,57,52,57,52,56,53,52,55,52,53,17,2011-11-05
150.7,49,50,49,50,50,54,55,50,39,53,45,48,46,57,43,55,45,56,46,54,53,52,52,47,51,18,2011-11-05
152.1,44,50,45,47,50,54,54,50,37,52,44,46,43,57,45,54,37,55,45,54,53,50,50,46,51,19,2011-11-05
149.7,41,50,39,45,50,54,53,50,37,52,42,43,42,57,44,52,36,54,37,52,53,50,45,45,50,20,2011-11-05
143.8,39,50,38,45,48,54,52,48,36,51,42,41,43,58,45,51,34,55,37,50,54,48,47,46,50,21,2011-11-05
135.7,40,50,35,44,46,55,51,46,34,50,42,39,43,58,46,51,36,54,41,50,54,46,45,46,50,22,2011-11-05
126.5,41,50,33,41,46,55,50,46,34,49,41,37,43,58,46,50,43,54,41,49,55,46,45,47,49,23,2011-11-05
118.5,41,50,32,39,46,54,49,46,32,48,41,37,43,58,46,50,41,54,39,48,55,45,44,46,48,0,2011-11-06
111.9,35,46,32,43,46,53,49,45,32,47,38,36,44,58,43,49,41,53,32,47,54,43,41,44,46,1,2011-11-06
108.1,35,45,35,44,46,51,48,46,32,46,38,36,41,58,43,48,41,53,32,47,54,45,41,43,46,2,2011-11-06
110.3,37,45,36,43,45,53,47,45,32,46,39,37,42,57,43,48,41,52,32,47,54,45,43,43,46,3,2011-11-06
120.7,42,45,38,44,45,52,47,45,32,45,39,39,41,57,41,48,41,53,32,47,55,43,42,43,44,4,2011-11-06
123.3,43,45,38,45,45,51,48,45,32,45,40,41,40,58,41,48,41,53,34,47,55,43,40,41,43,5,2011-11-06
130.9,44,45,39,44,45,51,48,45,32,45,40,41,40,58,41,49,41,53,36,47,54,43,41,40,44,6,2011-11-06
146.3,46,46,41,45,46,54,51,46,34,47,41,43,41,58,46,51,43,55,37,50,56,46,45,43,47,7,2011-11-06
150.3,50,50,43,50,52,58,56,52,37,51,45,46,46,59,48,55,46,57,45,53,57,52,51,48,53,8,2011-11-06
141.5,54,54,46,53,54,61,58,54,45,55,49,52,50,60,53,58,52,61,48,59,58,54,56,52,56,9,2011-11-06
127,58,55,52,56,57,61,62,57,48,59,53,54,54,60,57,62,54,62,52,62,60,57,58,56,60,10,2011-11-06
116.9,62,57,56,58,61,63,63,61,50,63,56,57,57,60,59,66,57,63,55,65,60,61,62,60,60,11,2011-11-06
111.2,64,61,58,61,63,62,64,63,52,65,59,59,60,60,61,68,61,63,55,65,61,61,64,62,63,12,2011-11-06
108.9,65,63,60,63,66,62,65,66,54,65,60,61,62,58,63,68,63,63,59,68,60,63,65,63,65,13,2011-11-06
107.1,67,64,60,62,66,62,66,66,54,66,60,61,62,60,61,68,63,63,59,66,59,63,66,65,64,14,2011-11-06
106.6,67,64,60,64,66,60,64,66,52,66,62,61,63,60,59,67,63,61,59,65,59,63,66,65,64,15,2011-11-06
109.9,65,59,58,62,63,57,62,63,50,63,59,59,60,59,57,63,59,60,57,62,57,59,64,60,57,16,2011-11-06
124.3,55,52,54,58,59,53,59,59,46,56,56,52,54,59,52,57,50,57,52,59,53,55,54,56,51,17,2011-11-06
131.6,51,50,51,57,61,53,56,61,45,53,51,48,50,58,49,56,45,57,48,57,52,52,50,53,50,18,2011-11-06
131.3,49,46,48,51,59,49,54,59,43,52,49,46,50,58,48,55,43,57,45,54,51,50,48,50,47,19,2011-11-06
130.6,46,45,46,51,55,47,53,55,43,50,48,46,47,59,46,56,41,57,43,53,50,50,46,49,47,20,2011-11-06
124,45,45,43,47,54,48,54,54,41,48,46,45,46,58,45,53,41,56,43,53,49,45,45,47,46,21,2011-11-06
119,43,43,40,46,54,50,53,53,41,49,45,43,44,57,43,52,39,56,41,52,49,43,45,48,45,22,2011-11-06
111.3,42,43,40,41,52,50,53,52,41,48,44,43,46,58,43,51,37,55,41,50,48,41,43,45,44,23,2011-11-06
106.7,41,41,38,45,52,45,53,52,41,47,43,41,48,57,42,50,37,56,37,50,47,41,42,44,42,0,2011-11-07
106.8,40,39,38,41,50,47,51,50,37,49,42,41,43,57,41,50,37,56,37,49,47,43,42,42,43,1,2011-11-07
108.2,39,37,37,39,50,46,51,50,37,48,40,39,41,57,40,50,36,57,36,49,46,43,42,42,42,2,2011-11-07
112.3,38,37,34,42,48,49,49,48,36,48,40,37,42,57,40,50,36,56,37,49,47,41,40,41,41,3,2011-11-07
119.6,38,37,33,42,46,49,48,46,36,48,39,37,40,56,39,49,36,56,36,47,44,41,40,41,42,4,2011-11-07
131.7,38,37,34,43,46,49,47,46,32,46,40,37,40,57,38,49,36,55,36,48,45,39,39,39,40,5,2011-11-07
152.1,36,37,35,40,46,49,48,46,30,47,39,36,39,57,38,49,34,55,36,48,46,41,39,39,41,6,2011-11-07
158.1,39,43,36,44,52,54,53,52,32,50,45,39,43,58,41,53,39,59,39,50,52,46,43,43,45,7,2011-11-07
139,47,50,37,52,55,58,58,55,37,57,55,46,51,62,52,55,50,63,46,55,58,54,50,52,52,8,2011-11-07
125.3,53,57,43,59,63,63,64,63,43,63,59,52,56,63,60,61,57,65,54,62,62,61,58,58,59,9,2011-11-07
117.1,62,64,53,62,68,66,68,68,50,66,62,59,61,67,63,67,63,69,59,67,63,63,65,64,63,10,2011-11-07
112.5,66,64,61,65,70,67,71,70,55,69,64,61,65,67,67,71,64,70,63,70,63,64,67,67,67,11,2011-11-07
108.1,68,64,64,66,72,68,72,72,61,70,65,63,66,66,67,73,66,71,64,71,65,68,69,69,69,12,2011-11-07
105.8,69,66,67,68,72,66,72,72,61,71,66,64,67,65,69,73,68,71,66,72,66,68,70,69,68,13,2011-11-07
104.7,69,66,66,68,72,66,71,72,63,71,68,64,68,65,68,72,68,69,68,73,64,68,71,70,70,14,2011-11-07
104.5,70,64,68,67,72,64,70,72,59,71,66,64,67,63,67,71,68,67,66,71,63,68,70,69,69,15,2011-11-07
110.5,67,59,62,66,68,59,63,68,55,67,64,61,65,60,61,67,64,63,64,66,59,63,67,64,61,16,2011-11-07
126.8,58,54,59,61,61,55,60,61,54,60,61,55,58,59,55,60,54,59,55,65,56,54,57,58,55,17,2011-11-07
136.2,53,52,55,59,57,51,58,57,52,57,54,52,54,58,52,58,50,58,52,62,55,52,54,54,52,18,2011-11-07
135.2,50,50,51,57,55,50,57,55,50,56,51,50,53,57,50,56,46,57,50,59,52,48,51,53,49,19,2011-11-07
131.9,48,50,47,57,54,49,56,54,50,54,50,46,50,57,49,55,45,55,46,57,51,52,50,51,49,20,2011-11-07
124,46,46,44,50,52,48,51,52,46,52,47,45,51,56,47,54,43,55,45,55,52,46,49,48,48,21,2011-11-07
115.2,45,45,42,44,52,46,50,51,45,49,45,45,49,56,46,53,41,53,45,53,50,43,47,47,46,22,2011-11-07
107.1,43,43,40,45,50,46,48,50,43,50,46,43,48,55,45,52,39,53,43,53,49,43,46,46,45,23,2011-11-07
103.4,42,43,39,40,50,44,48,50,41,48,44,43,47,54,44,51,39,53,41,50,48,41,46,45,45,0,2011-11-08
103.8,42,41,37,42,48,41,46,48,39,47,44,41,46,55,44,51,37,53,41,51,47,43,44,45,44,1,2011-11-08
108.1,40,37,35,45,50,44,45,50,41,47,43,41,45,55,42,49,37,53,39,51,47,39,44,44,42,2,2011-11-08
112,40,37,34,43,46,41,45,46,39,45,42,39,44,55,42,49,37,53,39,50,47,39,43,42,42,3,2011-11-08
120.3,39,37,34,42,46,40,46,46,37,45,42,41,41,54,41,49,36,53,37,49,45,36,42,42,39,4,2011-11-08
134.7,39,37,34,42,46,40,46,46,34,43,41,39,40,55,41,47,37,52,37,48,45,36,42,41,39,5,2011-11-08
158.5,38,36,34,41,48,39,47,48,34,44,41,37,39,55,39,48,37,52,37,46,46,37,41,41,39,6,2011-11-08
157.6,40,41,36,47,52,51,51,52,37,48,46,41,44,57,44,53,41,56,41,51,52,43,45,45,45,7,2011-11-08
138.6,48,50,39,54,55,55,54,55,41,54,53,48,49,60,55,60,50,59,50,58,57,50,52,52,53,8,2011-11-08
125,55,54,41,61,63,59,59,63,48,61,58,54,55,61,60,65,59,62,57,63,60,55,59,58,60,9,2011-11-08
116.2,63,61,51,65,64,63,64,64,54,65,62,61,61,63,66,67,63,66,63,66,60,61,64,63,63,10,2011-11-08
113.1,67,64,58,66,68,64,66,68,57,67,64,63,64,63,67,70,64,66,64,68,61,63,68,66,65,11,2011-11-08
107.4,69,64,62,67,70,65,67,70,61,68,67,64,65,62,68,71,68,68,64,69,62,64,69,67,67,12,2011-11-08
104.9,70,64,65,69,70,65,68,70,61,69,67,66,67,62,68,72,70,68,64,70,63,64,70,68,67,13,2011-11-08
106.8,71,64,66,70,70,65,69,70,61,69,68,68,66,62,69,71,70,69,66,70,62,64,70,70,68,14,2011-11-08
107.2,71,64,66,69,70,63,68,70,59,68,68,68,65,60,69,71,68,67,66,69,60,64,69,69,68,15,2011-11-08
109.8,68,57,63,68,64,59,63,64,55,65,65,63,62,59,61,66,64,64,64,66,58,59,66,63,58,16,2011-11-08
125.8,59,50,60,62,59,56,57,59,54,57,62,55,55,58,54,59,54,60,57,60,54,52,57,56,52,17,2011-11-08
139.4,54,50,54,57,55,55,58,55,50,53,59,52,51,58,52,56,50,58,52,54,54,48,53,57,49,18,2011-11-08
137.8,50,45,51,58,54,54,55,54,50,49,53,50,51,58,50,54,46,58,48,57,54,46,50,52,47,19,2011-11-08
136.3,48,45,49,52,52,53,54,52,48,50,52,48,49,58,48,55,45,58,46,56,54,45,48,51,45,20,2011-11-08
129.7,46,45,45,54,50,53,54,50,46,48,49,46,50,58,47,53,43,57,45,54,51,43,46,48,45,21,2011-11-08
119.8,45,45,43,53,50,54,53,48,45,45,49,46,47,59,46,51,43,56,43,53,51,41,45,46,43,22,2011-11-08
110.8,44,45,43,50,46,53,53,46,41,46,47,45,46,59,44,51,41,56,43,53,51,43,43,46,41,23,2011-11-08
106.9,42,43,40,42,46,52,53,46,43,46,45,43,42,59,43,50,41,56,43,52,50,41,41,44,41,0,2011-11-09
105.6,41,45,40,47,46,52,52,46,41,46,45,43,42,59,43,52,41,55,41,52,51,45,40,43,42,1,2011-11-09
106.2,40,45,37,43,46,52,53,46,43,45,44,43,40,60,41,51,37,56,39,53,48,43,40,41,41,2,2011-11-09
108.1,39,45,37,43,46,51,51,46,39,47,43,41,40,59,41,52,37,56,41,52,49,41,39,41,45,3,2011-11-09
114.2,39,43,36,40,46,52,52,46,41,48,40,39,38,59,40,52,37,57,37,50,49,41,39,39,44,4,2011-11-09
127.8,38,39,36,42,50,51,52,50,41,46,42,37,40,59,40,52,37,57,37,50,48,39,39,40,44,5,2011-11-09
148.3,37,37,36,41,48,52,52,48,37,45,41,37,39,60,39,53,41,58,37,51,48,41,39,39,42,6,2011-11-09
148.7,39,45,36,48,52,56,56,52,43,49,44,41,40,61,43,56,41,61,41,54,55,45,40,42,46,7,2011-11-09
134.7,45,46,40,57,55,61,61,55,43,55,51,46,46,61,53,59,50,65,52,60,57,50,45,45,52,8,2011-11-09
122.6,51,54,44,59,63,65,66,63,52,60,57,54,51,65,58,64,59,69,55,63,57,55,57,51,62,9,2011-11-09
114.8,58,64,55,63,68,66,71,68,55,67,61,59,57,65,61,70,63,71,61,68,57,63,63,61,67,10,2011-11-09
112.3,65,68,62,66,70,68,73,70,59,71,63,63,62,68,62,74,66,73,63,71,61,68,67,65,69,11,2011-11-09
107,68,70,62,69,72,71,75,72,59,72,66,64,65,67,65,76,68,74,64,72,61,70,71,67,70,12,2011-11-09
106.3,69,70,61,69,73,70,75,73,57,73,67,66,67,67,67,77,70,73,64,75,61,70,71,69,72,13,2011-11-09
106.1,71,70,61,70,70,70,75,70,59,74,68,68,68,64,68,75,68,75,68,76,61,72,71,70,72,14,2011-11-09
108.9,69,70,60,68,73,67,74,73,55,73,66,68,68,63,67,75,64,72,64,72,60,70,71,70,71,15,2011-11-09
112.5,64,64,59,65,66,63,69,66,54,69,62,61,65,63,60,70,61,69,63,70,59,66,66,63,64,16,2011-11-09
126.8,57,57,58,62,63,59,63,63,52,63,60,55,58,62,56,65,57,67,59,65,58,59,60,58,62,17,2011-11-09
134.1,53,54,56,60,59,59,59,59,50,61,58,54,55,62,54,62,54,64,59,61,57,57,56,56,58,18,2011-11-09
128.5,51,54,57,59,55,59,58,55,52,57,56,50,54,63,53,61,52,63,54,57,57,55,54,56,56,19,2011-11-09
126.1,48,54,55,56,55,57,62,55,52,55,56,50,51,63,51,57,52,62,54,55,57,54,54,53,54,20,2011-11-09
119.8,47,50,53,55,55,55,58,55,52,55,52,50,52,62,50,56,52,62,54,54,57,52,53,53,51,21,2011-11-09
108.7,45,50,53,55,54,55,58,54,52,54,49,46,51,62,51,57,54,60,54,53,56,46,51,53,52,22,2011-11-09
99.2,44,50,52,54,52,57,55,52,52,52,50,45,50,61,50,55,54,60,52,53,58,46,50,52,49,23,2011-11-09
92.8,43,46,52,56,52,58,58,52,52,52,49,45,50,61,48,55,50,61,54,54,58,46,49,51,48,0,2011-11-10
89.6,43,46,54,53,50,58,58,50,50,51,51,45,50,60,46,53,52,61,54,54,58,45,46,50,48,1,2011-11-10
90.1,43,45,53,53,52,59,58,52,52,49,51,45,48,60,45,52,52,62,54,54,58,45,47,48,49,2,2011-11-10
91.5,42,45,51,54,50,59,56,50,52,53,50,43,49,60,45,53,50,61,54,53,58,45,46,47,50,3,2011-11-10
96.9,42,45,49,55,48,56,52,48,50,53,51,43,47,59,44,52,52,63,54,54,56,46,45,47,49,4,2011-11-10
109.7,43,46,48,55,48,56,55,48,46,52,52,43,47,60,44,51,52,61,54,52,58,46,44,46,49,5,2011-11-10
128.3,43,45,46,55,48,58,50,48,45,52,52,45,44,60,44,52,52,62,54,52,58,46,45,44,49,6,2011-11-10
130,45,50,44,57,52,59,57,52,43,53,56,46,49,60,48,56,54,63,55,55,59,46,48,48,49,7,2011-11-10
123,51,50,43,57,59,62,63,59,41,54,59,54,55,63,56,62,54,67,54,60,61,50,53,55,53,8,2011-11-10
115.5,60,54,44,57,64,67,67,64,41,57,57,54,60,65,64,68,55,71,54,65,63,52,61,62,56,9,2011-11-10
110.2,64,57,44,57,68,69,70,68,43,62,56,57,61,66,64,72,55,72,52,70,64,59,66,64,65,10,2011-11-10
107.3,63,64,46,57,70,70,71,70,41,67,55,59,62,68,64,72,59,72,54,71,64,63,71,66,69,11,2011-11-10
104.3,61,70,46,57,72,70,72,72,41,71,54,55,62,67,63,74,59,73,54,73,65,68,69,66,71,12,2011-11-10
103.1,59,70,45,58,70,67,73,70,37,72,53,54,57,67,57,74,61,74,54,73,64,68,68,63,71,13,2011-11-10
105,57,64,46,60,68,64,72,68,37,71,53,52,52,67,53,74,59,73,52,72,62,68,64,56,67,14,2011-11-10
105.2,56,64,47,59,66,64,71,66,39,69,53,52,50,64,50,73,55,72,50,71,60,68,58,53,62,15,2011-11-10
109,56,64,45,55,64,63,67,64,37,65,52,52,48,62,50,69,52,66,50,67,59,63,55,51,55,16,2011-11-10
123.9,54,57,44,52,63,61,60,63,37,56,49,50,49,61,50,67,50,62,46,64,58,55,54,50,53,17,2011-11-10
130.7,53,52,40,48,61,58,64,61,37,54,48,48,49,61,49,66,43,62,45,61,56,54,53,50,51,18,2011-11-10
129.2,51,52,39,45,55,58,59,55,37,55,46,46,49,60,49,64,45,64,43,58,52,52,53,51,51,19,2011-11-10
127.6,47,50,42,45,55,52,58,55,36,54,44,45,48,59,46,57,36,61,45,56,50,52,51,50,51,20,2011-11-10
121.9,45,45,42,43,54,50,57,54,36,54,41,39,46,58,45,57,43,59,43,56,51,50,49,48,50,21,2011-11-10
114.9,40,45,39,40,52,49,55,52,32,52,37,37,44,55,40,54,43,58,43,54,50,50,46,45,49,22,2011-11-10
107.3,36,45,37,39,50,49,54,50,32,49,42,36,42,53,37,53,43,57,41,52,51,48,42,40,49,23,2011-11-10
102.4,35,45,36,43,46,49,51,46,32,47,42,36,38,51,41,51,41,54,41,50,51,46,40,39,47,0,2011-11-11
101.8,33,43,34,42,43,45,50,43,32,45,40,37,41,51,41,48,39,51,37,48,50,45,38,44,43,1,2011-11-11
105.3,32,43,34,39,43,44,48,43,30,44,36,37,40,51,39,46,39,49,37,45,48,43,41,43,43,2,2011-11-11
110.7,31,39,34,38,43,42,47,43,30,43,35,37,39,50,37,44,37,49,37,44,48,41,36,41,41,3,2011-11-11
119.7,33,37,33,36,41,42,44,41,30,42,34,36,36,49,36,44,37,48,37,43,47,41,35,38,41,4,2011-11-11
133.9,31,36,34,36,39,41,43,39,30,41,32,36,36,49,32,42,32,46,36,42,45,39,35,36,40,5,2011-11-11
150.1,30,36,33,33,37,39,42,37,28,37,31,36,34,48,33,41,30,45,36,41,44,37,32,34,38,6,2011-11-11
161.8,34,37,34,38,41,41,44,41,28,41,37,36,36,48,36,44,34,46,37,44,47,41,37,38,40,7,2011-11-11
159.5,41,45,37,43,45,45,48,45,30,45,41,39,41,49,42,47,41,48,41,47,47,43,44,43,44,8,2011-11-11
156.4,47,45,39,46,46,48,49,46,32,48,43,41,43,50,44,50,45,50,43,49,49,45,47,45,47,9,2011-11-11
150.1,49,46,41,48,50,49,50,50,32,52,45,43,46,51,46,51,46,51,45,51,49,46,49,47,48,10,2011-11-11
142.7,51,50,44,50,52,51,52,52,36,51,47,45,47,51,48,53,50,53,46,52,50,48,50,49,50,11,2011-11-11
130.7,53,50,47,52,52,53,53,52,36,53,48,46,49,52,49,55,52,54,46,53,52,50,53,50,52,12,2011-11-11
126.5,53,50,48,53,52,52,53,52,37,53,49,48,50,53,50,55,52,54,50,53,52,50,54,52,52,13,2011-11-11
127,54,50,49,53,52,53,54,52,41,54,50,48,50,53,51,55,54,54,50,54,53,52,54,52,53,14,2011-11-11
128.2,53,50,50,53,52,51,53,52,39,53,50,50,50,52,50,55,52,53,50,53,52,50,54,52,52,15,2011-11-11
136,51,46,47,50,50,47,50,50,37,51,47,46,48,50,47,52,50,51,48,49,51,46,51,49,49,16,2011-11-11
162.3,44,39,44,45,43,43,42,43,36,46,43,41,42,51,40,47,41,48,45,43,50,43,45,43,40,17,2011-11-11
174.1,37,36,41,43,39,41,38,39,36,44,42,37,38,50,39,42,37,48,37,42,49,37,42,42,38,18,2011-11-11
178.4,36,34,37,43,37,41,41,37,34,39,41,37,37,50,37,41,34,47,37,39,48,34,37,40,37,19,2011-11-11
180.6,34,32,33,41,36,37,37,36,34,36,40,36,35,50,34,39,32,45,36,36,43,34,35,38,32,20,2011-11-11
178.8,33,32,31,40,34,38,38,34,36,34,38,37,35,50,34,39,32,44,34,35,42,36,34,37,32,21,2011-11-11
172.8,32,30,30,37,34,38,34,34,36,35,37,37,34,50,34,37,30,44,34,33,39,34,33,37,33,22,2011-11-11
166.7,31,32,30,37,34,41,34,34,37,35,37,37,33,49,34,35,30,41,32,35,39,34,31,38,32,23,2011-11-11
160.9,29,32,28,35,34,39,32,34,39,32,36,39,32,49,32,35,30,40,32,32,37,32,33,36,30,0,2011-11-12
158,29,32,27,36,32,39,31,32,41,34,36,34,32,48,32,34,28,38,32,31,36,34,32,36,30,1,2011-11-12
161.4,28,30,26,34,32,32,32,32,41,32,34,32,31,48,33,35,28,38,32,32,35,32,30,36,29,2,2011-11-12
